@relation 'dataset-information'
@attribute 'id' numeric
@attribute 'State' {AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY}
@attribute 'Account_length ' numeric
@attribute 'Area_code ' numeric
@attribute 'International_plan ' {No, Yes}
@attribute 'Voice_mail_plan ' {No, Yes}
@attribute 'Number_vmail_messages ' numeric
@attribute 'Total_day_minutes ' numeric
@attribute 'Total_day_calls' numeric
@attribute 'Total_day_charge' numeric
@attribute 'Total_eve_minutes' numeric
@attribute 'Total_eve_calls' numeric
@attribute 'Total_eve_charge' numeric
@attribute 'Total_night_minutes' numeric
@attribute 'Total_night_calls' numeric
@attribute 'Total_night_charge' numeric
@attribute 'Total_intl_minutes' numeric
@attribute 'Total_intl_calls' numeric
@attribute 'Total_intl_charge' numeric
@attribute 'Customer_service_calls ' numeric
@attribute 'Churn_Label' {FALSE, TRUE}
@data
1146,UT,195,415,No,No,0,63.2,108,10.74,220.2,88,18.72,184,99,8.28,5.1,3,1.38,0,FALSE
1147,DE,67,415,Yes,Yes,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,TRUE
1148,OH,75,510,No,Yes,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,FALSE
1149,RI,123,415,No,Yes,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15,1,4.05,0,FALSE
1150,FL,41,415,No,Yes,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,FALSE
1151,OH,75,415,No,No,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,FALSE
1152,MD,76,415,Yes,No,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12,7,3.24,1,TRUE
1153,IL,86,415,Yes,No,0,266.1,120,45.24,182,92,15.47,206.5,103,9.29,10.3,4,2.78,1,FALSE
1154,PA,140,408,No,No,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,FALSE
1155,AZ,70,415,No,No,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,FALSE
1156,HI,118,415,No,No,0,253.2,122,43.04,201,78,17.09,195.3,108,8.79,9.7,7,2.62,2,FALSE
1157,NJ,66,415,No,Yes,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,FALSE
1158,WI,78,408,No,No,0,87,102,14.79,193.6,64,16.46,205.8,120,9.26,11,5,2.97,0,FALSE
1159,MD,129,415,No,Yes,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4,2,FALSE
1160,OR,6,408,No,No,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,FALSE
1161,NV,107,510,Yes,No,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10,3,2.7,1,FALSE
1162,AR,107,415,Yes,No,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,TRUE
1163,MT,138,415,No,No,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,FALSE
1164,CT,103,510,No,No,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,FALSE
1165,UT,116,415,No,Yes,44,230.6,94,39.2,224.1,103,19.05,244,76,10.98,11.1,2,3,0,FALSE
1166,GA,189,408,No,No,0,227.4,84,38.66,176,81,14.96,206.1,120,9.27,6.3,4,1.7,2,FALSE
1167,NV,161,415,No,No,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,FALSE
1168,TN,1,415,No,No,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7,2,1.89,1,FALSE
1169,DE,89,408,No,No,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,FALSE
1170,NY,64,408,No,No,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,FALSE
1171,MT,126,415,No,Yes,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,TRUE
1172,IA,129,415,No,No,0,216,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,FALSE
1173,VT,128,510,No,Yes,32,222.9,136,37.89,262,80,22.27,191.4,101,8.61,10.8,4,2.92,0,FALSE
1174,MT,114,510,No,No,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,FALSE
1175,NH,50,408,No,No,0,154.7,102,26.3,298,108,25.33,210.2,95,9.46,11.1,3,3,0,FALSE
1176,WV,86,415,No,No,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,FALSE
1177,ID,96,408,No,No,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,FALSE
1178,WV,57,415,Yes,Yes,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2,FALSE
1179,OH,65,510,No,No,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,FALSE
1180,MD,136,415,No,No,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,FALSE
1181,MN,116,408,No,No,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12,6,3.24,1,FALSE
1182,NE,93,408,No,No,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,FALSE
1183,MN,142,510,No,Yes,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,FALSE
1184,NY,92,408,No,No,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,FALSE
1185,HI,70,415,No,No,0,197.3,91,33.54,305.8,81,25.99,171,105,7.69,6.7,6,1.81,1,FALSE
1186,MO,22,408,No,Yes,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,FALSE
1187,NV,37,415,No,No,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12,2,3.24,2,FALSE
1188,MA,51,415,No,No,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7,3,1.89,1,FALSE
1189,NH,174,408,No,No,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10,5,2.7,2,FALSE
1190,UT,68,415,No,No,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,TRUE
1191,FL,130,415,No,No,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,FALSE
1192,CT,134,408,No,No,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,FALSE
1193,KY,108,415,No,Yes,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,FALSE
1194,NM,103,415,No,No,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3,FALSE
1195,ND,62,510,No,No,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,FALSE
1196,NV,162,415,No,No,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2,FALSE
1197,ID,42,415,No,No,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1,FALSE
1198,OK,155,415,No,Yes,23,243.9,112,41.46,133,106,11.31,213.7,123,9.62,13.4,11,3.62,2,FALSE
1199,IA,36,510,No,No,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9,2,2.43,0,FALSE
1200,OH,143,415,No,No,0,223.3,99,37.96,167.1,128,14.2,203,84,9.14,4.5,4,1.22,0,TRUE
1201,IA,81,510,No,No,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8,6,2.16,1,TRUE
1202,DE,138,510,Yes,No,0,46.5,104,7.91,186,114,15.81,167.5,95,7.54,9.6,4,2.59,4,TRUE
1203,CA,103,415,No,Yes,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,TRUE
1204,WY,127,510,Yes,No,0,242.2,102,41.17,226.1,80,19.22,252,96,11.34,13.9,5,3.75,2,TRUE
1205,OR,136,510,No,No,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,TRUE
1206,ME,99,415,No,No,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12,8,3.24,2,FALSE
1207,AR,95,415,No,No,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,FALSE
1208,ME,118,408,Yes,Yes,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3,4,TRUE
1209,WV,113,415,No,No,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,TRUE
1210,PA,128,408,Yes,No,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,FALSE
1211,HI,117,408,No,No,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,FALSE
1212,MT,48,415,No,Yes,36,230.9,92,39.25,167.6,121,14.25,270,87,12.15,7.6,4,2.05,3,FALSE
1213,DC,81,510,Yes,No,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,FALSE
1214,MS,140,408,No,No,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,FALSE
1215,OH,107,510,No,Yes,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11,1,2.97,2,FALSE
1216,MO,56,415,No,No,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1,FALSE
1217,TX,159,415,No,No,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1,FALSE
1218,MD,102,415,No,No,0,271.1,80,46.09,172,133,14.62,169.2,105,7.61,10.3,5,2.78,1,FALSE
1219,SC,106,408,No,No,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,FALSE
1220,MI,225,415,No,No,0,165.4,106,28.12,273.7,109,23.26,210,93,9.45,8.7,3,2.35,0,TRUE
1221,CO,86,415,No,No,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,FALSE
1222,ID,169,415,No,No,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,FALSE
1223,AZ,122,510,No,Yes,22,204.5,92,34.77,139.6,121,11.87,205,103,9.23,8.6,5,2.32,2,FALSE
1224,MN,52,415,No,Yes,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2,FALSE
1225,DE,79,415,No,Yes,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4,2,FALSE
1226,MI,135,415,No,No,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2,FALSE
1227,CA,37,415,No,No,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,FALSE
1228,MN,161,415,No,Yes,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1,FALSE
1229,CT,123,415,No,No,0,128.7,126,21.88,117.6,94,10,198.4,132,8.93,10.8,5,2.92,0,FALSE
1230,WV,80,415,No,Yes,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,FALSE
1231,WV,94,415,No,No,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0,FALSE
1232,NE,105,415,No,Yes,27,141.2,96,24,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1,FALSE
1233,NC,73,415,No,Yes,31,194.4,104,33.05,176,84,14.96,230.1,110,10.35,11.5,3,3.11,0,FALSE
1234,NE,112,415,No,No,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2,FALSE
1235,IL,179,408,No,No,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,FALSE
1236,MA,57,510,No,No,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,FALSE
1237,AZ,127,415,No,Yes,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,FALSE
1238,SD,122,415,Yes,Yes,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,FALSE
1239,MT,33,510,No,Yes,35,161.9,85,27.52,151.2,82,12.85,191,131,8.59,8.5,2,2.3,1,FALSE
1240,VT,94,408,No,No,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3,FALSE
1241,UT,100,408,No,No,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,FALSE
1242,HI,106,415,No,No,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2,FALSE
1243,DC,148,415,No,Yes,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,FALSE
1244,WI,120,415,No,Yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,FALSE
1245,UT,91,415,No,Yes,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,FALSE
1246,WA,86,510,No,No,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9,2,2.43,1,FALSE
1247,SD,78,415,No,Yes,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,FALSE
1248,MT,94,510,No,No,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,FALSE
1249,NJ,85,415,No,No,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,TRUE
1250,CT,89,415,No,No,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,FALSE
1251,VA,128,415,No,No,0,216,111,36.72,153.7,115,13.06,227,74,10.22,12.7,4,3.43,1,FALSE
1252,NC,115,415,Yes,No,0,180,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,FALSE
1253,AK,76,415,No,No,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,FALSE
1254,MD,75,415,No,Yes,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,FALSE
1255,ND,82,415,No,Yes,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2,FALSE
1256,IN,87,510,No,No,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,FALSE
1257,MI,115,415,No,Yes,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,FALSE
1258,AR,99,510,Yes,No,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,TRUE
1259,VT,121,415,Yes,Yes,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3,FALSE
1260,WV,54,510,No,Yes,33,112,90,19.04,208,112,17.68,150.3,83,6.76,11.3,4,3.05,2,FALSE
1261,CT,95,415,No,No,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,FALSE
1262,OR,163,408,No,Yes,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,FALSE
1263,VT,57,415,No,No,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,FALSE
1264,RI,104,408,Yes,No,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,FALSE
1265,RI,83,415,No,Yes,20,95,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,FALSE
1266,NM,141,415,No,No,0,160.1,87,27.22,256.7,120,21.82,270,107,12.15,7,1,1.89,2,FALSE
1267,AL,95,415,No,No,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,FALSE
1268,MT,184,415,No,No,0,236.4,73,40.19,287.3,120,24.42,192,94,8.64,13.8,4,3.73,1,TRUE
1269,CT,74,408,No,No,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,FALSE
1270,TN,67,415,No,No,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,FALSE
1271,ID,104,415,Yes,No,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11,4,2.97,0,FALSE
1272,NH,149,415,No,No,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,TRUE
1273,ND,154,408,No,Yes,35,224,102,38.08,192,99,16.32,163.1,100,7.34,9.6,2,2.59,0,FALSE
1274,SC,138,510,No,Yes,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,FALSE
1275,KS,117,415,No,No,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,FALSE
1276,ME,130,408,No,No,0,176.3,140,29.97,201,104,17.09,161.9,123,7.29,11.3,5,3.05,1,FALSE
1277,RI,73,415,No,No,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3,2,FALSE
1278,WI,100,510,No,Yes,38,224.7,121,38.2,294,131,24.99,290,61,13.05,9.8,6,2.65,0,FALSE
1279,NC,149,510,No,No,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,FALSE
1280,OH,29,408,No,No,0,196.8,81,33.46,168,110,14.28,132.6,98,5.97,12.7,7,3.43,2,FALSE
1281,WY,131,510,No,No,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,FALSE
1282,NJ,153,510,No,No,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8,3,2.16,2,FALSE
1283,ND,84,510,No,No,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,FALSE
1284,WI,133,510,No,No,0,187,65,31.79,141.4,128,12.02,238.2,108,10.72,10,8,2.7,2,FALSE
1285,NY,87,415,No,No,0,204.8,101,34.82,161,80,13.69,285.7,89,12.86,9.5,3,2.57,0,FALSE
1286,MO,72,415,No,No,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12,5,3.24,2,FALSE
1287,MN,65,510,No,Yes,29,158.1,104,26.88,322.2,81,27.39,210,96,9.45,8.9,6,2.4,1,FALSE
1288,CO,74,415,No,No,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,FALSE
1289,MD,116,408,No,No,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,TRUE
1290,AR,68,510,No,No,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,FALSE
1291,TN,68,415,No,No,0,222.8,99,37.88,175.8,85,14.94,202,111,9.09,11,3,2.97,3,FALSE
1292,DE,54,415,Yes,No,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1,FALSE
1293,WI,107,408,No,No,0,134,104,22.78,174.5,94,14.83,311.1,79,14,7.3,3,1.97,3,FALSE
1294,MN,173,510,No,No,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,TRUE
1295,MO,110,408,No,No,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,FALSE
1296,VA,102,510,No,No,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,FALSE
1297,OK,91,408,No,Yes,31,273,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,FALSE
1298,CT,64,415,Yes,No,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,TRUE
1299,TN,176,415,No,Yes,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8,7.2,6,1.94,1,FALSE
1300,WI,84,510,No,Yes,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,FALSE
1301,SD,138,510,No,No,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5,3,1.35,3,FALSE
1302,ND,101,415,No,Yes,28,105.9,132,18,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,FALSE
1303,VA,136,408,No,No,0,142.3,79,24.19,158,113,13.43,177.5,75,7.99,6,11,1.62,2,FALSE
1304,UT,111,510,No,No,0,191.3,80,32.52,138.5,94,11.77,246,107,11.07,6.4,3,1.73,2,FALSE
1305,MA,132,408,No,Yes,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,FALSE
1306,SD,128,415,No,No,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,FALSE
1307,AL,92,408,No,Yes,38,242.2,96,41.17,159.7,144,13.57,210,108,9.45,8.9,1,2.4,1,FALSE
1308,AL,197,415,Yes,No,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,TRUE
1309,SC,99,415,No,Yes,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,FALSE
1310,FL,106,415,No,Yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,FALSE
1311,UT,78,415,No,No,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,FALSE
1312,NY,98,408,No,No,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,FALSE
1313,MS,17,408,No,Yes,35,198.5,123,33.75,270.6,74,23,209.9,130,9.45,8.1,10,2.19,1,FALSE
1314,NH,56,415,No,Yes,24,121.7,87,20.69,184,76,15.64,266.6,98,12,12.7,3,3.43,1,FALSE
1315,VA,84,415,No,No,0,130.2,105,22.13,278,60,23.63,305.4,74,13.74,14,6,3.78,2,FALSE
1316,VT,95,510,No,No,0,203.4,96,34.58,168.6,61,14.33,173,105,7.79,13.7,3,3.7,2,FALSE
1317,NV,76,510,Yes,No,0,241,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,TRUE
1318,WV,93,415,No,No,0,141.7,95,24.09,221,100,18.79,227.1,71,10.22,10.2,3,2.75,0,FALSE
1319,WA,83,408,No,No,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,FALSE
1320,KS,123,415,No,No,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9,10,2.43,1,FALSE
1321,VT,64,408,No,No,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,FALSE
1322,OK,82,510,No,No,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,TRUE
1323,CO,110,510,No,No,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,FALSE
1324,TN,47,415,No,Yes,30,196.6,93,33.42,241.4,140,20.52,226,118,10.17,12.9,4,3.48,2,FALSE
1325,KY,115,510,No,No,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,FALSE
1326,PA,69,415,No,No,0,143.6,88,24.41,141.8,86,12.05,194,83,8.73,10.8,5,2.92,3,FALSE
1327,CT,90,415,No,No,0,37.8,80,6.43,155.3,105,13.2,175,111,7.88,14.2,5,3.83,3,FALSE
1328,MN,98,415,No,No,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,FALSE
1329,WY,90,408,No,Yes,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,FALSE
1330,PA,174,415,No,Yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,FALSE
1331,PA,79,415,No,No,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,TRUE
1332,VT,99,415,No,No,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,TRUE
1333,ID,114,415,No,No,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,FALSE
1334,PA,141,510,No,No,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,FALSE
1335,NM,132,408,No,No,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,FALSE
1336,FL,133,510,No,No,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6,4,1.62,0,FALSE
1337,TX,133,408,No,No,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,FALSE
1338,VT,93,510,No,Yes,32,218.7,117,37.18,115,61,9.78,192.7,85,8.67,9.4,5,2.54,2,FALSE
1339,OR,140,415,No,No,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,TRUE
1340,FL,144,510,No,No,0,278.5,95,47.35,240.7,90,20.46,120,90,5.4,11.6,5,3.13,1,TRUE
1341,ID,24,408,No,Yes,29,236.3,105,40.17,190.8,114,16.22,129,105,5.81,7.2,2,1.94,3,FALSE
1342,MD,54,415,No,No,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,FALSE
1343,WV,50,408,No,No,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,TRUE
1344,ID,92,415,No,Yes,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,FALSE
1345,NV,96,408,No,No,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,FALSE
1346,SC,102,408,No,No,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,FALSE
1347,NE,99,415,No,No,0,200,66,34,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,FALSE
1348,ME,36,510,No,Yes,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,FALSE
1349,MI,70,510,No,No,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,FALSE
1350,AZ,109,415,Yes,No,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,TRUE
1351,AZ,100,415,No,No,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,FALSE
1352,MA,80,510,No,No,0,149.8,123,25.47,276.3,75,23.49,241.4,75,10.86,10.9,7,2.94,2,FALSE
1353,SC,100,510,No,No,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,FALSE
1354,WV,50,510,No,No,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11,5,2.97,1,FALSE
1355,MS,105,415,No,No,0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,FALSE
1356,VA,113,415,No,Yes,23,149,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,5,2.57,4,FALSE
1357,MS,111,415,No,Yes,36,96.8,123,16.46,170.6,105,14.5,166,85,7.47,13.4,4,3.62,2,FALSE
1358,NM,161,408,No,No,0,107.5,121,18.28,256.4,46,21.79,247.2,131,11.12,12.6,3,3.4,2,FALSE
